,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,3/16/21 06:30:11,STOCK,SELL,-1,TO CLOSE,CANF,,,STOCK,4.3501,4.35,LMT
,3/16/21 06:29:00,STOCK,BUY,+1,TO OPEN,CANF,,,STOCK,4.1599,4.16,LMT
,3/16/21 06:08:21,STOCK,SELL,-2,TO CLOSE,CANF,,,STOCK,3.99,3.99,LMT
,3/16/21 06:08:11,STOCK,SELL,-3,TO CLOSE,CANF,,,STOCK,4.01,4.01,LMT
,3/16/21 06:04:21,STOCK,BUY,+5,TO OPEN,CANF,,,STOCK,4.00,4.00,LMT
,3/15/21 12:50:25,SINGLE,BUY,+1,TO OPEN,GPS,26 MAR 21,28.5,PUT,.19,.19,LMT
,3/15/21 06:58:59,STOCK,SELL,-5,TO CLOSE,SGLB,,,STOCK,7.49,7.49,LMT
,3/15/21 06:58:54,STOCK,SELL,-10,TO CLOSE,SGLB,,,STOCK,7.3601,7.36,LMT
,3/15/21 06:58:50,STOCK,SELL,-25,TO CLOSE,SGLB,,,STOCK,7.40,7.40,LMT
,3/15/21 06:58:45,STOCK,BUY,+25,TO OPEN,SGLB,,,STOCK,7.1996,7.1996,LMT
,3/15/21 06:58:33,STOCK,BUY,+10,TO OPEN,SGLB,,,STOCK,7.135,7.135,LMT
,3/15/21 06:58:25,STOCK,BUY,+5,TO OPEN,SGLB,,,STOCK,7.03,7.03,LMT
,3/15/21 06:53:18,STOCK,SELL,-1,TO CLOSE,SGLB,,,STOCK,7.005,7.00,MKT
,3/15/21 06:52:27,STOCK,SELL,-1,TO CLOSE,SGLB,,,STOCK,7.2201,7.22,LMT
,3/15/21 06:52:02,STOCK,BUY,+1,TO OPEN,SGLB,,,STOCK,7.0999,7.10,MKT
,3/15/21 06:51:01,STOCK,BUY,+1,TO OPEN,SGLB,,,STOCK,7.155,7.16,MKT
,3/15/21 06:48:35,STOCK,SELL,-1,TO CLOSE,SGLB,,,STOCK,7.23,7.23,LMT
,3/15/21 06:48:19,STOCK,SELL,-2,TO CLOSE,SGLB,,,STOCK,7.0501,7.05,LMT
,3/15/21 06:48:11,STOCK,SELL,-10,TO CLOSE,SGLB,,,STOCK,6.96,6.96,LMT
,3/15/21 06:47:59,STOCK,BUY,+10,TO OPEN,SGLB,,,STOCK,6.7399,6.74,LMT
,3/15/21 06:47:34,STOCK,BUY,+2,TO OPEN,SGLB,,,STOCK,6.58,6.58,LMT
,3/15/21 06:45:50,STOCK,BUY,+1,TO OPEN,SGLB,,,STOCK,6.95,6.95,MKT
,3/15/21 06:43:47,STOCK,SELL,-5,TO CLOSE,SGLB,,,STOCK,6.15,6.15,LMT
,3/15/21 06:43:07,STOCK,BUY,+5,TO OPEN,SGLB,,,STOCK,6.2399,6.24,LMT
,3/15/21 06:40:25,STOCK,SELL,-5,TO CLOSE,CHEK,,,STOCK,4.0811,4.082,MKT
,3/15/21 06:40:12,STOCK,SELL,-25,TO CLOSE,CHEK,,,STOCK,4.3001,4.30,LMT
,3/15/21 06:39:49,STOCK,BUY,+25,TO OPEN,CHEK,,,STOCK,4.2978,4.2976,LMT
,3/15/21 06:39:03,STOCK,BUY,+5,TO OPEN,CHEK,,,STOCK,4.14,4.14,LMT
,3/15/21 06:38:29,STOCK,SELL,-25,TO CLOSE,CHEK,,,STOCK,4.3001,4.30,LMT
,3/15/21 06:38:13,STOCK,BUY,+25,TO OPEN,CHEK,,,STOCK,4.32,4.32,LMT
,3/15/21 06:37:30,STOCK,SELL,-10,TO CLOSE,CHEK,,,STOCK,4.22,4.22,LMT
,3/15/21 06:36:58,STOCK,BUY,+10,TO OPEN,CHEK,,,STOCK,4.1399,4.14,LMT
,3/15/21 06:33:54,STOCK,SELL,-1,TO CLOSE,CHEK,,,STOCK,4.101,4.10,MKT
,3/15/21 06:32:15,STOCK,SELL,-25,TO CLOSE,CHEK,,,STOCK,4.43,4.43,LMT
,3/15/21 06:31:53,STOCK,BUY,+25,TO OPEN,CHEK,,,STOCK,4.2399,4.24,LMT
,3/15/21 06:31:21,STOCK,BUY,+1,TO OPEN,CHEK,,,STOCK,4.1799,4.18,MKT
,3/15/21 06:30:25,STOCK,SELL,-1,TO CLOSE,CHEK,,,STOCK,4.3901,4.39,LMT
,3/15/21 06:28:20,STOCK,BUY,+1,TO OPEN,CHEK,,,STOCK,4.12,4.12,LMT
,3/15/21 06:17:15,STOCK,SELL,-5,TO CLOSE,CHEK,,,STOCK,4.13,4.13,LMT
,3/15/21 06:15:21,STOCK,BUY,+5,TO OPEN,CHEK,,,STOCK,4.14,4.14,LMT
,3/15/21 05:55:27,STOCK,SELL,-1,TO CLOSE,CHEK,,,STOCK,3.73,3.73,LMT
,3/15/21 05:51:46,STOCK,SELL,-2,TO CLOSE,CHEK,,,STOCK,3.83,3.83,LMT
,3/15/21 05:46:56,STOCK,SELL,-2,TO CLOSE,CHEK,,,STOCK,3.78,3.78,LMT
,3/15/21 05:44:48,STOCK,BUY,+5,TO OPEN,CHEK,,,STOCK,3.7199,3.72,LMT
,3/12/21 09:12:00,STOCK,SELL,-10,TO CLOSE,SEEL,,,STOCK,4.99,4.99,LMT
,3/12/21 09:11:38,STOCK,SELL,-25,TO CLOSE,SEEL,,,STOCK,4.9511,4.9512,LMT
,3/12/21 09:11:34,STOCK,SELL,-25,TO CLOSE,SEEL,,,STOCK,4.9511,4.9512,LMT
,3/12/21 09:11:22,STOCK,BUY,+25,TO OPEN,SEEL,,,STOCK,4.94,4.94,LMT
,3/12/21 09:11:13,STOCK,BUY,+25,TO OPEN,SEEL,,,STOCK,4.89,4.89,LMT
,3/12/21 09:11:03,STOCK,BUY,+10,TO OPEN,SEEL,,,STOCK,4.8799,4.88,LMT
,3/12/21 07:07:27,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,8.3332,8.33,MKT
,3/12/21 07:05:53,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,9.1999,9.20,MKT
,3/12/21 07:04:05,STOCK,SELL,-2,TO CLOSE,NLSP,,,STOCK,6.75,6.75,STP
,3/12/21 07:04:05,STOCK,SELL,-8,TO CLOSE,NLSP,,,STOCK,6.75,6.75,STP
,3/12/21 07:03:55,STOCK,BUY,+10,TO OPEN,NLSP,,,STOCK,6.9956,6.996,LMT
,3/12/21 07:03:12,STOCK,SELL,-3,TO CLOSE,NLSP,,,STOCK,6.82,6.82,LMT
,3/12/21 07:01:03,STOCK,BUY,+3,TO OPEN,NLSP,,,STOCK,6.91,6.91,LMT
,3/12/21 06:59:58,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,7.08,7.08,LMT
,3/12/21 06:58:51,STOCK,SELL,-15,TO CLOSE,NLSP,,,STOCK,6.9811,6.98133,LMT
,3/12/21 06:58:37,STOCK,BUY,+15,TO OPEN,NLSP,,,STOCK,6.9089,6.90867,MKT
,3/12/21 06:58:25,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.5878,6.588,MKT
,3/12/21 06:46:52,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,6.48,6.48,STP
,3/12/21 06:46:45,STOCK,SELL,-15,TO CLOSE,NLSP,,,STOCK,6.6711,6.67133,LMT
,3/12/21 06:46:06,STOCK,BUY,+15,TO OPEN,NLSP,,,STOCK,7.0499,7.05,LMT
,3/12/21 06:46:03,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.99,6.99,LMT
,3/12/21 06:39:11,STOCK,SELL,-2,TO CLOSE,NLSP,,,STOCK,6.8201,6.82,LMT
,3/12/21 06:37:20,STOCK,BUY,+2,TO OPEN,NLSP,,,STOCK,6.94,6.94,LMT
,3/12/21 06:36:05,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,6.77,6.77,LMT
,3/12/21 06:35:57,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.7198,6.72,LMT
,3/12/21 06:35:15,STOCK,SELL,-10,TO CLOSE,NLSP,,,STOCK,6.6802,6.68,LMT
,3/12/21 06:34:38,STOCK,BUY,+10,TO OPEN,NLSP,,,STOCK,6.5799,6.58,LMT
,3/12/21 06:33:21,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,6.62,6.62,LMT
,3/12/21 06:33:05,STOCK,SELL,-15,TO CLOSE,NLSP,,,STOCK,6.86,6.86,LMT
,3/12/21 06:32:56,STOCK,BUY,+15,TO OPEN,NLSP,,,STOCK,6.62,6.62,LMT
,3/12/21 06:32:48,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.61,6.61,LMT
,3/12/21 06:31:39,STOCK,SELL,-1,TO CLOSE,NLSP,,,STOCK,6.69,6.69,LMT
,3/12/21 06:31:32,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,6.73,6.73,LMT
,3/12/21 06:31:15,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.55,6.55,LMT
,3/12/21 06:30:53,STOCK,BUY,+1,TO OPEN,NLSP,,,STOCK,6.47,6.47,MKT
,3/12/21 05:54:15,STOCK,SELL,-5,TO CLOSE,NLSP,,,STOCK,5.95,5.95,LMT
,3/12/21 05:50:05,STOCK,BUY,+5,TO OPEN,NLSP,,,STOCK,6.25,6.25,LMT
,3/12/21 05:35:19,STOCK,SELL,-1,TO CLOSE,ANIX,,,STOCK,7.15,7.15,LMT
,3/12/21 05:34:16,STOCK,BUY,+1,TO OPEN,ANIX,,,STOCK,7.50,7.50,LMT
,3/11/21 07:43:08,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,7.05,7.05,STP
,3/11/21 07:42:57,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,7.35,7.35,LMT
,3/11/21 07:41:45,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,7.84,7.84,LMT
,3/11/21 07:41:45,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,7.84,7.84,LMT
,3/11/21 07:41:06,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,7.57,7.57,LMT
,3/11/21 07:40:40,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,7.2201,7.22,MKT
,3/11/21 07:40:10,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,7.4601,7.46,LMT
,3/11/21 07:39:22,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,7.5178,7.52,LMT
,3/11/21 07:38:35,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,7.2389,7.24,LMT
,3/11/21 07:38:07,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,7.3211,7.32,LMT
,3/11/21 07:37:31,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,7.0399,7.04,LMT
,3/11/21 07:25:15,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,5.8701,5.87,LMT
,3/11/21 07:25:06,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,5.91,5.91,LMT
,3/11/21 07:24:32,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,5.64,5.64,LMT
,3/11/21 07:23:53,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,5.3899,5.39,LMT
,3/11/21 07:16:13,STOCK,SELL,-2,TO CLOSE,SLGG,,,STOCK,8.16,8.16,LMT
,3/11/21 07:16:00,STOCK,BUY,+2,TO OPEN,SLGG,,,STOCK,8.07,8.07,LMT
,3/11/21 07:12:12,STOCK,SELL,-5,TO CLOSE,ENTX,,,STOCK,5.37,5.37,LMT
,3/11/21 07:12:03,STOCK,SELL,-15,TO CLOSE,ENTX,,,STOCK,5.58,5.58,LMT
,3/11/21 07:11:06,STOCK,BUY,+15,TO OPEN,ENTX,,,STOCK,5.47,5.47,LMT
,3/11/21 07:11:01,STOCK,BUY,+5,TO OPEN,ENTX,,,STOCK,5.35,5.35,LMT
,3/11/21 07:06:33,STOCK,SELL,-5,TO CLOSE,PHUN,,,STOCK,2.8701,2.87,MKT
,3/11/21 07:06:27,STOCK,SELL,-50,TO CLOSE,PHUN,,,STOCK,2.8801,2.88,LMT
,3/11/21 07:05:27,STOCK,BUY,+50,TO OPEN,PHUN,,,STOCK,2.87,2.87,LMT
,3/11/21 07:05:09,STOCK,SELL,-50,TO CLOSE,PHUN,,,STOCK,2.815,2.815,LMT
,3/11/21 07:04:49,STOCK,BUY,+50,TO OPEN,PHUN,,,STOCK,2.8565,2.8564,LMT
,3/11/21 07:04:24,STOCK,SELL,-25,TO CLOSE,PHUN,,,STOCK,2.80,2.80,LMT
,3/11/21 07:03:52,STOCK,BUY,+25,TO OPEN,PHUN,,,STOCK,2.8565,2.8564,LMT
,3/11/21 07:03:42,STOCK,BUY,+4,TO OPEN,PHUN,,,STOCK,2.80,2.80,LMT
,3/11/21 07:03:42,STOCK,BUY,+1,TO OPEN,PHUN,,,STOCK,2.80,2.80,LMT
,3/11/21 07:01:42,STOCK,SELL,-10,TO CLOSE,ENTX,,,STOCK,5.29,5.29,LMT
,3/11/21 07:01:12,STOCK,BUY,+10,TO OPEN,ENTX,,,STOCK,5.4899,5.49,LMT
,3/11/21 06:53:38,STOCK,SELL,-10,TO CLOSE,PHUN,,,STOCK,2.965,2.965,LMT
,3/11/21 06:53:28,STOCK,BUY,+10,TO OPEN,PHUN,,,STOCK,2.98,2.98,LMT
,3/11/21 06:52:55,STOCK,SELL,-10,TO CLOSE,PHUN,,,STOCK,2.945,2.945,LMT
,3/11/21 06:52:32,STOCK,BUY,+10,TO OPEN,PHUN,,,STOCK,2.89,2.89,LMT
,3/11/21 06:51:44,STOCK,SELL,-5,TO CLOSE,PHUN,,,STOCK,2.945,2.944,LMT
,3/11/21 06:51:36,STOCK,SELL,-25,TO CLOSE,PHUN,,,STOCK,2.99,2.99,LMT
,3/11/21 06:51:16,STOCK,BUY,+25,TO OPEN,PHUN,,,STOCK,2.905,2.9048,LMT
,3/11/21 06:51:05,STOCK,BUY,+5,TO OPEN,PHUN,,,STOCK,2.88,2.88,LMT
,3/11/21 06:50:23,STOCK,SELL,-10,TO CLOSE,PHUN,,,STOCK,2.90,2.90,LMT
,3/11/21 06:49:56,STOCK,BUY,+10,TO OPEN,PHUN,,,STOCK,2.79,2.79,LMT
,3/11/21 06:44:42,STOCK,SELL,-5,TO CLOSE,ENTX,,,STOCK,5.58,5.58,LMT
,3/11/21 06:44:25,STOCK,BUY,+5,TO OPEN,ENTX,,,STOCK,5.44,5.44,LMT
,3/11/21 06:44:15,STOCK,SELL,-5,TO CLOSE,ENTX,,,STOCK,5.3083,5.308,MKT
,3/11/21 06:44:07,STOCK,BUY,+5,TO OPEN,ENTX,,,STOCK,5.3499,5.35,LMT
,3/11/21 06:43:17,STOCK,SELL,-5,TO CLOSE,ENTX,,,STOCK,5.39,5.39,LMT
,3/11/21 06:43:12,STOCK,SELL,-25,TO CLOSE,ENTX,,,STOCK,5.4701,5.47,LMT
,3/11/21 06:43:02,STOCK,BUY,+25,TO OPEN,ENTX,,,STOCK,5.3999,5.40,LMT
,3/11/21 06:42:54,STOCK,BUY,+5,TO OPEN,ENTX,,,STOCK,5.2889,5.288,LMT
,3/11/21 06:39:11,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,5.3911,5.39,LMT
,3/11/21 06:38:50,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,5.44,5.44,LMT
,3/11/21 06:37:30,STOCK,SELL,-10,TO CLOSE,ENTX,,,STOCK,5.47,5.47,LMT
,3/11/21 06:37:18,STOCK,BUY,+10,TO OPEN,ENTX,,,STOCK,5.25,5.25,LMT
,3/11/21 06:36:50,STOCK,SELL,-10,TO CLOSE,ENTX,,,STOCK,5.12,5.12,LMT
,3/11/21 06:36:43,STOCK,BUY,+10,TO OPEN,ENTX,,,STOCK,4.995,4.995,LMT
,3/11/21 06:36:14,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,4.8501,4.85,LMT
,3/11/21 06:35:36,STOCK,SELL,-10,TO CLOSE,ENTX,,,STOCK,5.10,5.10,LMT
,3/11/21 06:34:37,STOCK,BUY,+10,TO OPEN,ENTX,,,STOCK,4.99,4.99,LMT
,3/11/21 06:33:48,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,4.4999,4.50,MKT
,3/11/21 06:33:14,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,4.30,4.30,MKT
,3/11/21 06:32:04,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,4.67,4.67,MKT
,3/11/21 06:19:28,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,4.63,4.63,LMT
,3/11/21 06:18:55,STOCK,BUY,+2,TO OPEN,ENTX,,,STOCK,4.80,4.80,LMT
,3/11/21 06:09:29,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,4.81,4.81,LMT
,3/11/21 06:09:14,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,5.06,5.06,LMT
,3/11/21 06:06:17,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,5.01,5.01,LMT
,3/11/21 06:05:40,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,5.07,5.07,LMT
,3/11/21 06:05:14,STOCK,SELL,-2,TO CLOSE,ENTX,,,STOCK,5.05,5.05,LMT
,3/11/21 06:04:58,STOCK,SELL,-3,TO CLOSE,ENTX,,,STOCK,5.14,5.14,LMT
,3/11/21 06:04:35,STOCK,BUY,+5,TO OPEN,ENTX,,,STOCK,4.98,4.98,LMT
,3/11/21 06:02:43,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,4.82,4.82,LMT
,3/11/21 05:58:38,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,5.02,5.02,LMT
,3/11/21 05:54:12,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,5.29,5.29,LMT
,3/11/21 05:54:04,STOCK,SELL,-1,TO CLOSE,ENTX,,,STOCK,5.15,5.15,LMT
,3/11/21 05:53:02,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,4.80,4.80,LMT
,3/11/21 05:51:55,STOCK,BUY,+1,TO OPEN,ENTX,,,STOCK,4.97,4.97,LMT
,3/10/21 07:23:10,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.87,6.87,LMT
,3/10/21 07:22:48,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.85,6.85,LMT
,3/10/21 07:16:09,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.46,6.46,STP
,3/10/21 07:16:02,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.5599,6.56,LMT
,3/10/21 07:13:58,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.6701,6.67,LMT
,3/10/21 07:13:02,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.41,6.41,LMT
,3/10/21 07:12:37,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.3422,6.342,LMT
,3/10/21 07:12:21,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.28,6.28,LMT
,3/10/21 07:10:29,STOCK,SELL,-2,TO CLOSE,ENVB,,,STOCK,6.10,6.10,STP
,3/10/21 07:09:10,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.2601,6.26,LMT
,3/10/21 07:09:00,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.28,6.28,LMT
,3/10/21 07:07:57,STOCK,BUY,+2,TO OPEN,ENVB,,,STOCK,6.1399,6.14,LMT
,3/10/21 07:04:08,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,6.2901,6.29,LMT
,3/10/21 07:03:38,STOCK,BUY,+1,TO OPEN,ENVB,,,STOCK,6.17,6.17,LMT
,3/10/21 07:00:08,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.4801,6.48,LMT
,3/10/21 07:00:01,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,6.31,6.31,LMT
,3/10/21 06:59:40,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,6.16,6.16,LMT
,3/10/21 06:59:08,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,5.99,5.99,LMT
,3/10/21 06:54:57,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.2911,5.29,MKT
,3/10/21 06:54:22,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.615,5.62,MKT
,3/10/21 06:52:22,STOCK,BUY,+2,TO OPEN,ENVB,,,STOCK,5.64,5.64,LMT
,3/10/21 06:42:37,STOCK,SELL,-1,TO CLOSE,XELA,,,STOCK,7.0111,7.01,MKT
,3/10/21 06:42:02,STOCK,BUY,+1,TO OPEN,XELA,,,STOCK,7.38,7.38,LMT
,3/10/21 06:40:05,STOCK,SELL,-2,TO CLOSE,ENVB,,,STOCK,6.3801,6.38,LMT
,3/10/21 06:39:52,STOCK,BUY,+2,TO OPEN,ENVB,,,STOCK,6.19,6.19,LMT
,3/10/21 06:37:50,STOCK,SELL,-2,TO CLOSE,ENVB,,,STOCK,5.775,5.775,MKT
,3/10/21 06:37:20,STOCK,BUY,+2,TO OPEN,ENVB,,,STOCK,5.93,5.93,LMT
,3/10/21 06:35:40,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,5.98,5.98,LMT
,3/10/21 06:35:36,STOCK,SELL,-25,TO CLOSE,ENVB,,,STOCK,5.88,5.88,LMT
,3/10/21 06:35:28,STOCK,BUY,+25,TO OPEN,ENVB,,,STOCK,5.6799,5.68,LMT
,3/10/21 06:35:20,STOCK,SELL,-25,TO CLOSE,ENVB,,,STOCK,5.6401,5.64,LMT
,3/10/21 06:35:01,STOCK,BUY,+25,TO OPEN,ENVB,,,STOCK,5.4826,5.4824,LMT
,3/10/21 06:33:48,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,5.33,5.33,LMT
,3/10/21 06:32:00,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.6601,5.66,MKT
,3/10/21 06:31:54,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,5.79,5.79,LMT
,3/10/21 06:31:36,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,5.485,5.484,LMT
,3/10/21 06:30:43,STOCK,BUY,+1,TO OPEN,ENVB,,,STOCK,5.455,5.46,MKT
,3/10/21 06:02:36,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.41,5.41,LMT
,3/10/21 05:57:07,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.68,5.68,LMT
,3/10/21 05:56:54,STOCK,SELL,-1,TO CLOSE,ENVB,,,STOCK,5.56,5.56,LMT
,3/10/21 05:55:30,STOCK,SELL,-2,TO CLOSE,ENVB,,,STOCK,5.57,5.57,LMT
,3/10/21 05:55:05,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,5.4799,5.48,LMT
,3/10/21 05:54:12,STOCK,SELL,-5,TO CLOSE,ENVB,,,STOCK,5.18,5.18,LMT
,3/10/21 05:53:58,STOCK,BUY,+5,TO OPEN,ENVB,,,STOCK,5.28,5.28,LMT
,3/9/21 07:29:50,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,4.2601,4.26,LMT
,3/9/21 07:29:44,STOCK,SELL,-10,TO CLOSE,XELA,,,STOCK,4.3001,4.30,LMT
,3/9/21 07:29:26,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,4.40,4.40,LMT
,3/9/21 07:29:22,STOCK,SELL,-10,TO CLOSE,XELA,,,STOCK,4.3802,4.38,LMT
,3/9/21 07:29:08,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,4.2599,4.26,LMT
,3/9/21 07:28:56,STOCK,BUY,+10,TO OPEN,XELA,,,STOCK,4.1999,4.20,LMT
,3/9/21 07:28:53,STOCK,BUY,+10,TO OPEN,XELA,,,STOCK,4.1598,4.16,LMT
,3/9/21 07:28:22,STOCK,SELL,-30,TO CLOSE,XELA,,,STOCK,4.05,4.05,LMT
,3/9/21 07:27:41,STOCK,BUY,+30,TO OPEN,XELA,,,STOCK,4.19,4.19,LMT
,3/9/21 07:26:36,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,4.1499,4.15,LMT
,3/9/21 07:26:12,STOCK,SELL,-1,TO CLOSE,INVO,,,STOCK,11.76,11.76,LMT
,3/9/21 07:25:29,STOCK,BUY,+1,TO OPEN,INVO,,,STOCK,11.72,11.72,LMT
,3/9/21 07:23:18,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.9501,3.95,MKT
,3/9/21 07:23:16,STOCK,SELL,-25,TO CLOSE,XELA,,,STOCK,3.96,3.96,LMT
,3/9/21 07:22:46,STOCK,BUY,+25,TO OPEN,XELA,,,STOCK,4.1899,4.19,LMT
,3/9/21 07:22:36,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,4.1399,4.14,LMT
,3/9/21 07:15:32,STOCK,SELL,-10,TO CLOSE,XELA,,,STOCK,4.2819,4.282,LMT
,3/9/21 07:15:05,STOCK,BUY,+10,TO OPEN,XELA,,,STOCK,4.16,4.16,LMT
,3/9/21 07:13:00,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,4.22,4.22,LMT
,3/9/21 07:12:32,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,4.14,4.14,LMT
,3/9/21 07:09:53,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.9219,3.922,LMT
,3/9/21 07:09:36,STOCK,SELL,-25,TO CLOSE,XELA,,,STOCK,3.9802,3.98,LMT
,3/9/21 07:09:04,STOCK,BUY,+25,TO OPEN,XELA,,,STOCK,3.9499,3.95,LMT
,3/9/21 07:08:48,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,3.86,3.86,LMT
,3/9/21 07:07:48,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.9701,3.97,LMT
,3/9/21 07:07:25,STOCK,SELL,-25,TO CLOSE,XELA,,,STOCK,3.95,3.95,LMT
,3/9/21 07:07:06,STOCK,BUY,+25,TO OPEN,XELA,,,STOCK,3.97,3.97,LMT
,3/9/21 07:06:00,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,3.89,3.89,LMT
,3/9/21 07:05:20,STOCK,SELL,-25,TO CLOSE,XELA,,,STOCK,3.8401,3.84,LMT
,3/9/21 07:05:11,STOCK,SELL,-25,TO CLOSE,XELA,,,STOCK,3.76,3.76,LMT
,3/9/21 07:04:59,STOCK,BUY,+25,TO OPEN,XELA,,,STOCK,3.7181,3.718,LMT
,3/9/21 07:04:50,STOCK,BUY,+25,TO OPEN,XELA,,,STOCK,3.7189,3.7188,LMT
,3/9/21 07:00:33,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.6811,3.682,MKT
,3/9/21 07:00:10,STOCK,SELL,-15,TO CLOSE,XELA,,,STOCK,3.8319,3.832,LMT
,3/9/21 06:59:52,STOCK,BUY,+15,TO OPEN,XELA,,,STOCK,3.75,3.75,LMT
,3/9/21 06:57:55,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,3.71,3.71,LMT
,3/9/21 06:56:38,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.4619,3.462,LMT
,3/9/21 06:56:04,STOCK,BUY,+5,TO OPEN,XELA,,,STOCK,3.48,3.48,LMT
,3/9/21 06:55:01,STOCK,SELL,-10,TO CLOSE,XELA,,,STOCK,3.31,3.31,LMT
,3/9/21 06:54:36,STOCK,BUY,+10,TO OPEN,XELA,,,STOCK,3.34,3.34,LMT
,3/9/21 06:53:04,STOCK,SELL,-5,TO CLOSE,XELA,,,STOCK,3.2919,3.292,MKT
